,Unnamed: 0,z1,z2,z3,z4,z5,z6,z7,z8,z9,weight,k
17,18,0.015793283,0.0053028283,0.36047938,0.0007274339,0.0023629153,0.0037220537,-0.0054764994,0.001545378,0.00060168933,0.5,2
18,19,0.008683536,0.36178464,0.0008196457,3.7034915e-05,0.0033221752,0.0022431987,-0.0037733596,-0.0016853821,0.0012394525,0.5,2
19,20,1.9643204,0.005390574,0.004812229,-0.0025334223,0.0050289547,0.011613728,-0.0010659882,-0.00062541896,0.0032410196,0.5,2
20,21,-3.582079,0.0038257444,-0.0049744947,-0.0052959006,9.5619005e-05,0.00010712305,-0.008275446,0.0023913353,-0.0047139833,0.166666666666667,3
21,22,-1.9816628,-0.43547982,0.0037241145,-0.0034498638,0.0016563709,0.0056526996,0.0022275299,-0.0016132684,-0.002507096,0.25,3
22,23,-1.9828079,0.008405621,-0.43172905,-0.0015098662,0.003186098,0.003073827,-0.0076625478,0.0036934675,0.003047199,0.25,3
23,24,-1.9657254,0.0051416345,0.0052768397,-0.18150377,-0.0015659218,-0.0014737668,-0.0029082496,-0.0004304453,-2.8777198e-05,0.25,3
24,25,-1.9641826,0.0068027154,0.004991422,-0.0025929003,-0.17709194,-0.0023443112,-0.0045034797,0.0015268159,-0.00032077916,0.25,3
25,26,-1.9888296,0.0084168,0.0100798905,-0.0075005083,-0.0005316761,-0.43970212,-0.0065742144,0.0018814835,0.00033038855,0.25,3
26,27,-1.9846184,0.012465024,0.0018659555,-0.00019209241,0.0018137959,-1.7500482e-05,-0.44156283,-0.002368918,-0.0011504465,0.25,3
27,28,-1.9592366,0.0073911715,0.004789786,-0.00583272,0.0023328965,0.002453494,-0.0052116443,-0.1748805,-0.0021669804,0.25,3
28,29,-1.9699643,0.0080625415,0.005563034,-0.0002773265,0.00043257303,-0.0005096366,-0.00084999437,0.0014599595,-0.1734277,0.25,3
29,30,-1.9475473,0.0071642892,0.0044734003,-0.0028675015,0.00032887794,0.0019883676,-0.002792085,0.0013116591,-0.00055159675,-3.99999999999999,3
30,31,-1.9477471,0.005462233,0.0029896244,-0.0059176297,0.00038677081,0.001920213,-0.006079788,0.0015225423,0.17347604,0.25,3
31,32,-1.9571877,0.009702892,0.006016077,0.0008449263,9.543076e-05,0.001232523,-0.0013286573,0.17483857,0.0007568534,0.25,3
32,33,-1.9854468,0.0010538569,0.0064019016,-0.0027610187,-0.0011716404,0.0030701654,0.4331104,0.0020347347,-7.335236e-05,0.25,3
33,34,-1.9794493,0.005479004,0.00557989,-0.00023287756,0.0063659865,0.44262537,-0.0023312434,0.0007610121,-0.0036251636,0.25,3
34,35,-1.9558218,0.009100843,0.003513933,-0.0029877701,0.17535031,0.0043496485,-0.004725497,0.0024100442,-0.00036915552,0.25,3
35,36,-1.952261,0.011374755,0.004165907,0.17753607,0.0024936977,0.0029948393,-0.0023973924,0.0037159058,-0.0010099447,0.25,3
36,37,-1.9848471,0.003098017,0.43619314,0.00096638023,0.0032718205,-0.004200813,-0.0048429067,0.0070509952,-0.003496273,0.25,3
37,38,-1.9921575,0.45378196,-0.0054580197,0.0011378983,0.0007717211,0.0012252566,-0.006406898,0.0019866829,0.0004018566,0.25,3
38,39,0.025936672,-0.67306936,0.0053633275,-0.0029396478,0.0064625954,0.009045482,-0.003693799,-0.0024519297,-0.001478031,0.166666666666667,3
39,40,0.018916696,-0.38451236,-0.3749428,-0.0052055516,0.0040696026,0.0045207273,-0.005929198,-0.0051423223,0.0008803981,0.25,3
40,41,0.015079382,-0.36287832,0.007293542,-0.153477,-0.0042214924,0.0070177126,-0.0029368924,-0.0018848951,0.0010075057,0.25,3
41,42,0.019227829,-0.3621559,0.0073930193,-0.011979792,-0.14460887,0.004188726,-0.003351238,-0.002811897,-0.00041003374,0.25,3
42,43,0.022016061,-0.36840203,0.0069513186,-0.0031828182,0.003049008,-0.37236333,-0.007145456,-0.0014861916,-0.0037547355,0.25,3
43,44,0.018360715,-0.38052955,0.006994781,-0.0019280899,0.005652749,0.012348544,-0.38846287,-0.0014687842,-0.0024265805,0.25,3
44,45,0.022255316,-0.36379462,0.006053216,-0.0049247155,0.0042876843,0.006685802,-0.0047615403,-0.15086684,0.008814506,0.25,3
45,46,0.01949163,-0.3612502,0.006180949,-0.0012477846,0.0031687035,0.00414594,-0.0035280501,0.007335148,-0.14971434,0.25,3
46,47,0.021663908,-0.35087296,0.007927734,-0.0034953493,0.004815231,0.0077561676,-0.003465977,-0.0022712455,9.334134e-05,-3.99999999999999,3
47,48,0.021500632,-0.36586457,0.0072552077,-0.0033148115,0.0053648427,0.010498425,-0.0051859724,-0.011629632,0.15114409,0.25,3
48,49,0.020700796,-0.36271286,0.009213335,-0.001969219,0.005334489,0.0108985305,-0.0028605477,0.1477848,-0.009453323,0.25,3
49,50,0.02513012,-0.38804346,0.0064907866,-0.0031879002,0.0062401867,0.007649864,0.3877705,-0.0034793643,-0.0027040099,0.25,3
50,51,0.017645303,-0.36834648,0.007516599,-0.0023084446,0.0063522724,0.3815351,-0.004553036,-0.0016596337,0.0045155133,0.25,3
51,52,0.026761573,-0.36438614,0.0064007146,0.0053872266,0.15633602,0.011161727,-0.0029390433,-0.0014341525,2.9664487e-05,0.25,3
52,53,0.025791653,-0.36134943,0.008496023,0.14676958,0.01312945,0.0066183596,-0.00280146,-0.000702515,0.000333076,0.25,3
53,54,0.026926173,-0.38230175,0.3979881,-0.00086347666,0.0010690356,0.006326319,-0.0055620586,0.0031745303,-0.0007122725,0.25,3
54,55,0.019511666,0.006548127,-0.6630739,-0.0022753954,0.0021087385,0.0049019326,-0.005033534,0.00062233035,0.0025918316,0.166666666666667,3
55,56,0.009153751,0.005900043,-0.35690227,-0.1532096,-0.006260139,0.0019023123,-0.0031684323,-0.0030009877,0.0016976678,0.25,3
56,57,0.018341448,0.0083950935,-0.35929623,-0.012510484,-0.14900114,0.000862741,-0.0037153899,-0.0008460436,0.0015181155,0.25,3
57,58,0.0115736835,0.004280136,-0.37765598,-0.002817395,-0.00093797815,-0.3859808,-0.0054258537,-0.0007294436,-7.617986e-05,0.25,3
58,59,0.012363253,0.008663622,-0.36065814,-0.0014915701,0.005463558,0.0017690038,-0.36974367,-0.0006187344,0.0008134879,0.25,3
59,60,0.016220782,0.0067135845,-0.35532904,-0.004407723,0.002101017,0.004123798,-0.0061802324,-0.14928794,-0.008344801,0.25,3
60,61,0.018285844,0.0060681873,-0.35569713,-0.0010630266,0.003298044,0.0017499079,-0.005710338,-0.010765359,-0.14717412,0.25,3
61,62,0.015900314,0.0062963236,-0.34393248,-0.002896761,0.0024649838,0.0037324163,-0.004012634,-0.0026766274,0.0010541811,-3.99999999999999,3
62,63,0.013131752,0.0070205186,-0.3580877,-0.0015184719,0.0011021004,0.00580053,-0.004977542,0.0057634464,0.15075044,0.25,3
63,64,0.016692884,0.008242022,-0.35730928,-0.0016845507,0.0012899719,0.0040188646,-0.0021795046,0.14336228,0.009536656,0.25,3
64,65,0.02016565,0.005520066,-0.35897112,-0.0037403966,0.0016145216,0.0017148623,0.36292535,-0.003986835,-0.0025408855,0.25,3
65,66,0.019261537,0.007332979,-0.37837732,-0.0026825077,0.006310988,0.39134905,-0.005466396,-0.0024551547,-0.00031238905,0.25,3
66,67,0.017616052,0.0046728263,-0.358432,0.007055534,0.15229484,0.006874436,-0.0048280037,-0.0025750764,0.0002609914,0.25,3
67,68,0.022281835,0.009051463,-0.357545,0.14971262,0.01156554,0.0034848833,-0.0065837516,-0.0010555984,0.002957046,0.25,3
68,69,0.0046985797,0.0080772955,0.007865077,-0.24599735,0.0026881418,0.0010725311,-0.0033547387,-0.0005153932,0.0012253462,0.166666666666667,3
69,70,0.0065850713,0.010038522,0.0061611542,-0.14342466,-0.13888916,-0.0022191342,-0.0031109818,-0.0013294116,0.00036408124,0.25,3
70,71,0.0092518125,0.01009327,0.0070492434,-0.15429276,0.009755318,-0.36866125,-0.0052765547,-0.0012497253,-0.0019742465,0.25,3
71,72,0.006342278,0.008751684,0.00628459,-0.1485556,0.011514835,0.0019885823,-0.36346257,-0.00021351781,0.0005416492,0.25,3
72,73,0.008181504,0.006633179,0.007496368,-0.13939217,0.001784504,0.0022144052,-0.0045357174,-0.13514033,0.00037620496,0.25,3
73,74,0.007461793,0.0050757956,0.007837203,-0.14340875,0.0017436424,-0.0008289411,-0.003818246,-0.0007821338,-0.14013642,0.25,3
74,75,0.0078489585,0.0065827677,0.007417317,-0.13553949,0.0028521265,0.0022201163,-0.0026446548,-0.0009420143,0.0012435189,-3.99999999999999,3
75,76,0.004834824,0.0073498823,0.0058162548,-0.14441974,0.003026626,0.005508019,-0.003972559,-0.0008704037,0.14087385,0.25,3
76,77,0.009701803,0.0076122126,0.007828493,-0.14016184,0.003637948,0.005547695,-0.0024347107,0.13561694,0.001986163,0.25,3
77,78,0.010702147,0.0052463952,0.005741844,-0.15257652,0.00944291,0.0022755638,0.35995737,-0.0007556445,-0.0010582197,0.25,3
78,79,0.0055107027,0.0028121225,0.007882301,-0.1516463,0.013115961,0.3709819,-0.0029875166,0.0017623196,0.0032273622,0.25,3
79,80,0.013180995,0.0049431385,0.007553907,-0.1434026,0.14312288,0.007592163,-0.004146372,0.0008256072,0.0013451113,0.25,3
80,81,0.013670753,0.012783004,0.0045654178,-0.0012729634,-0.24559173,-0.004424537,-0.00606507,0.00023417035,-0.00020115492,0.166666666666667,3
81,82,0.01288323,0.008331323,0.008155933,0.0049802847,-0.1514889,-0.37151906,-0.00762222,4.907674e-05,-0.0012753691,0.25,3
82,83,0.010498855,0.010638416,0.006931922,0.007537488,-0.14672987,0.00305373,-0.36724266,-0.00070203794,9.537861e-05,0.25,3
83,84,0.013262213,0.008549068,0.0074818293,-0.0032090603,-0.13883281,-0.0014892004,-0.006677464,-0.13996533,0.0012458622,0.25,3
84,85,0.012638754,0.008484175,0.007416368,-0.0016679333,-0.13668507,-0.0029044882,-0.0051139235,0.00044387637,-0.13644384,0.25,3
85,86,0.0125786215,0.008845345,0.0068534915,-0.001685926,-0.13157925,-0.00013475856,-0.0048762,-0.00018069497,0.00074040634,-3.99999999999999,3
86,87,0.011424117,0.008829342,0.0045299437,-0.00029146305,-0.13536549,0.0016458994,-0.0068104453,-0.001028306,0.13696986,0.25,3
87,88,0.010717704,0.0097406125,0.005612812,0.00010647334,-0.14054309,0.0006970964,-0.0048442436,0.13935292,-0.0008673908,0.25,3
88,89,0.018296309,0.0067905677,0.0043208566,0.0052028494,-0.14872697,0.0005869912,0.36324266,-0.00069957576,-0.0013214238,0.25,3
89,90,0.0126120215,0.006442393,0.005449477,0.0091855265,-0.14618458,0.3678275,-0.0038376886,0.0028672814,0.0023756768,0.25,3
90,91,0.01484057,0.0030849606,0.010770283,-0.004474457,-0.00077601883,-0.675493,-0.010658179,0.0021439965,-0.0029369155,0.166666666666667,3
91,92,0.012102921,0.009847045,0.0053029526,-0.004000142,0.0025684203,-0.38459465,-0.3885662,-0.0013418876,-0.005053211,0.25,3
92,93,0.014157713,0.0072769,0.010383027,-0.00589011,3.969649e-05,-0.36443418,-0.008403011,-0.14962292,-0.010465856,0.25,3
93,94,0.017843416,0.0061198906,0.010160402,-0.00471536,0.0009537743,-0.37003848,-0.009135443,-0.009114456,-0.15260537,0.25,3
94,95,0.01393789,0.0064289737,0.009067565,-0.004171905,0.00073641783,-0.35397008,-0.0064228876,-0.0010923843,-0.0017528194,-3.99999999999999,3
95,96,0.010175141,0.0062684813,0.0075651156,-0.0017378028,0.0006884836,-0.3652033,-0.005967295,0.00861313,0.15078908,0.25,3
96,97,0.012408859,0.006632641,0.0065400978,-0.0023234806,-0.0007533075,-0.36723426,-0.0053672274,0.1478663,0.006427951,0.25,3
97,98,0.021090701,0.009297982,0.0051859445,-0.0040612416,-0.00248526,-0.38750172,0.3859738,0.00050456414,-0.003166034,0.25,3
98,99,0.011475614,0.010135092,0.0064631384,0.0013965985,0.0033863212,0.0059508863,-0.668429,-0.0016706802,-0.0005206235,0.166666666666667,3
99,100,0.010988488,0.008744722,0.008952522,-0.003495506,0.0021924977,0.0048360573,-0.37011454,-0.14999422,0.008021131,0.25,3
100,101,0.012374276,0.0051225484,0.00663949,-0.001119319,0.0030942122,-0.0018641455,-0.37102243,0.0077371607,-0.14968935,0.25,3
101,102,0.010728915,0.008643631,0.0074207927,-0.0012681604,0.0030793436,0.0045355936,-0.3538047,-0.00042326958,0.0006664039,-3.99999999999999,3
102,103,0.0099079395,0.010773296,0.0067528537,-0.0012763711,0.0020273877,0.009450701,-0.3648001,-0.009184177,0.14947684,0.25,3
103,104,0.011612067,0.008566083,0.007842846,0.00015992747,0.002771927,0.0053304275,-0.3660361,0.1478697,-0.0072667487,0.25,3
104,105,0.015224149,0.0077495137,0.0076744086,-0.0037923567,0.0021875193,0.004065997,-0.008050409,-0.24235141,0.00030603237,0.166666666666667,3
105,106,0.016994517,0.006606198,0.007818272,-0.0029335567,0.0012725301,0.00046161865,-0.0053260056,-0.1398268,-0.13804871,0.25,3
106,107,0.014411392,0.0062624468,0.0086266305,-0.0038844286,0.002325902,0.0036535312,-0.0050162068,-0.13242102,0.0014982432,-3.99999999999999,3
107,108,0.01146764,0.0059591318,0.007859177,-0.0030207238,0.0017369337,0.006807026,-0.007742293,-0.14001495,0.14069283,0.25,3
108,109,0.01624762,0.005669318,0.007484707,-0.002715729,-4.6403264e-05,-0.0036043576,-0.006638125,-0.00061473204,-0.24034801,0.166666666666667,3
109,110,0.015216446,0.0064789206,0.008139646,-0.0026565834,0.0015343964,0.00030542188,-0.0040600495,-0.0005431918,-0.13020834,-3.99999999999999,3
110,111,0.013555298,0.00619097,0.008564584,-0.002653367,0.0024146675,0.0042319316,-0.0033910046,-0.0010395786,0.0015979421,34.0,3
111,112,0.0109855635,0.005886422,0.007413028,-0.001941188,0.0026052955,0.006143859,-0.005007055,-0.0013225379,0.13351828,-3.99999999999999,3
112,113,0.009123521,0.0062430585,0.005175406,-0.0011396572,0.0017423227,0.0063478984,-0.0073973727,-0.00195433,0.24456783,0.166666666666667,3
113,114,0.014892567,0.0059202556,0.0080124885,-0.0021147183,0.00047894544,0.0021984319,-0.005440573,0.13920939,-0.13861829,0.25,3
114,115,0.013247527,0.006889849,0.008478604,-0.0018849077,0.0015857694,0.005933913,-0.0034027237,0.13065062,0.0011599041,-3.99999999999999,3
115,116,0.010015317,0.006855701,0.006957154,-0.0015175994,0.0016843212,0.0068594664,-0.00315068,0.13798402,0.1414859,0.25,3
116,117,0.012568494,0.007532866,0.008578533,-0.0026209652,0.00051476853,0.008390019,-0.0039937706,0.24220754,0.00042363675,0.166666666666667,3
117,118,0.02101093,0.004688599,0.004792973,-0.004280814,0.0026346717,0.003058331,0.3602679,-0.14864855,0.007106036,0.25,3
118,119,0.019707229,0.006263901,0.00689392,-0.0035983892,0.00036287634,0.0027502426,0.36518797,0.0067923125,-0.14751413,0.25,3
119,120,0.019184094,0.0051602027,0.0066918274,-0.004187881,0.0017636574,0.003981188,0.3496327,-0.0010072383,-0.00082722993,-3.99999999999999,3
120,121,0.016810156,0.00370022,0.00591756,-0.0029849391,0.0037768108,0.0045973756,0.35734862,-0.007969843,0.14626014,0.25,3
121,122,0.017116252,0.005719362,0.006205478,-0.0037576095,0.001327211,0.005116847,0.36310992,0.1468444,-0.008865189,0.25,3
122,123,0.024596736,0.00625946,0.0037794148,-0.0053661834,0.000770163,0.0036475684,0.672068,-0.0001778111,-0.004657057,0.166666666666667,3
123,124,0.010030932,0.0038121548,0.007648713,0.0026639272,0.0026791603,0.39610565,-0.38632184,0.000995374,0.003278366,0.25,3
124,125,0.013467436,0.0031081536,0.006622705,-0.002349817,0.005092698,0.37094012,-0.0054084575,-0.1477482,-0.007956701,0.25,3
125,126,0.014168161,0.0074033826,0.0065728105,-0.0010042668,0.004573538,0.3689894,-0.0018956997,-0.007051966,-0.14487667,0.25,3
126,127,0.012809662,0.004567626,0.007768529,-0.0014840589,0.00433056,0.358319,-0.0029122573,0.0018487086,0.0029454976,-3.99999999999999,3
127,128,0.010047546,0.0017043406,0.008261268,-0.0020214578,0.003068518,0.37231585,-0.006256935,0.00962706,0.14966786,0.25,3
128,129,0.013348679,0.0066624675,0.009610113,-0.0021307413,0.0046266373,0.37283498,-0.002160361,0.149848,0.012948659,0.25,3
129,130,0.016686983,0.0029624326,0.008857112,-0.002840789,0.0046852482,0.39207438,0.3812555,0.0022075125,0.0006233788,0.25,3
130,131,0.012115937,0.005214298,0.009086518,-0.00033033313,0.0059518293,0.67861956,-0.005757268,0.0034274466,0.0022436595,0.166666666666667,3
131,132,0.01929374,0.0054302346,0.007838279,-0.013344539,0.15031624,-0.36377513,-0.006485993,0.00027294602,-0.0008571041,0.25,3
132,133,0.014439983,0.010085904,0.0066072405,-0.011364119,0.15078619,0.0051053297,-0.36769375,0.0003221418,0.0014592288,0.25,3
133,134,0.021260645,0.0047986284,0.008936214,-0.0043298816,0.14283209,0.009345493,-0.0033357446,-0.14045735,0.00048001832,0.25,3
134,135,0.020569943,0.005400408,0.0070967353,-0.0040197615,0.13895914,0.005185556,-0.003826294,-0.00049652194,-0.13445091,0.25,3
135,136,0.01738424,0.0049367817,0.008191562,-0.004093702,0.13535136,0.007917478,-0.0036933646,-0.0010825804,0.0018607195,-3.99999999999999,3
136,137,0.014599504,0.0046203346,0.009053216,-0.0037738625,0.13919812,0.009220961,-0.004306119,-0.00040742866,0.13840498,0.25,3
137,138,0.016832799,0.0042415094,0.00785464,-0.004278764,0.14345199,0.0114917075,-0.0028934274,0.1395707,0.0018088738,0.25,3
138,139,0.023358867,0.0035690088,0.0060738884,-0.012120069,0.15078568,0.0074529136,0.36233172,-0.0015039351,-0.0013691956,0.25,3
139,140,0.013289444,0.0031218715,0.0078944005,-0.012954937,0.15594438,0.375334,-0.004135753,-0.0006818207,0.0014854475,0.25,3
140,141,0.021307765,0.0032195982,0.006760737,-0.0051516267,0.24651645,0.012348504,-0.0037386264,-0.00050426536,0.0006812888,0.166666666666667,3
141,142,0.017027041,0.008571613,0.00660414,0.14118573,-0.13907015,0.00039126672,-0.004949821,0.00083433674,0.001567255,0.25,3
142,143,0.019261561,0.005031525,0.00916734,0.1492134,-0.007240108,-0.36677393,-0.008954729,0.0016293416,0.0011598674,0.25,3
143,144,0.013613839,0.00837514,0.007343304,0.14659941,-0.004865819,0.00447995,-0.3683133,0.0007503021,0.00198426,0.25,3
144,145,0.020484826,0.0073132752,0.009087393,0.13364467,0.0018030412,0.0044904025,-0.0051469184,-0.13563752,0.0022013609,0.25,3
145,146,0.02050414,0.0075723915,0.0073789903,0.13791662,0.00032488507,0.0010129353,-0.0043542353,-0.00016398448,-0.13651332,0.25,3
146,147,0.017881544,0.0075402115,0.008473456,0.13130467,0.002045211,0.004129572,-0.0041034007,0.0005233574,0.0032424103,-3.99999999999999,3
147,148,0.016359767,0.0061622453,0.007842302,0.14022207,0.0022776462,0.0049985265,-0.005088392,-0.0007072118,0.1422776,0.25,3
148,149,0.014614318,0.0071631866,0.008108359,0.13781093,0.0004591588,0.0049153995,-0.004284843,0.13507104,0.0024880737,0.25,3
149,150,0.025145724,0.0067155263,0.0075998115,0.1470327,-0.006629519,0.0045810603,0.36245295,0.0002135057,-0.000238279,0.25,3
150,151,0.016152455,0.006925549,0.0071343035,0.14756414,-0.005157517,0.36931342,-0.0026544111,0.0023109287,0.0024659035,0.25,3
151,152,0.019390402,0.0056977863,0.0074594356,0.1370111,0.14163643,0.006921568,-0.0043053986,-0.0003020211,0.004579548,0.25,3
152,153,0.017715678,0.008836876,0.007097653,0.24289039,0.0013583613,0.0040283017,-0.0038576352,0.0023401666,0.0040294505,0.166666666666667,3
153,154,0.010890801,0.006645772,0.3717894,-0.14942923,-0.0053254436,0.002104353,-0.0057318993,0.0016277409,0.00017984118,0.25,3
154,155,0.011348116,0.0066509,0.3721511,-0.0061079594,-0.14912874,-0.0010147605,-0.0073410114,0.0017726286,-0.00051839405,0.25,3
155,156,0.01890571,0.0026804137,0.39792073,-0.0024421376,0.0010121681,-0.38705707,-0.009010958,-0.0021586036,-0.00528017,0.25,3
156,157,0.014826884,0.010312714,0.3792375,0.0033910912,0.0027392672,0.00529085,-0.37311786,-0.00032232926,-0.0009974239,0.25,3
157,158,0.018220138,0.007903195,0.3724246,-0.00042220508,0.0027069733,0.0018663468,-0.007941978,-0.14879179,-0.0059084566,0.25,3
158,159,0.015459943,0.0062874877,0.3713188,0.0017621715,0.0004985488,-0.0013339946,-0.004345627,-0.005360364,-0.14910471,0.25,3
159,160,0.015793283,0.0053028283,0.36047938,0.0007274339,0.0023629153,0.0037220537,-0.0054764994,0.001545378,0.00060168933,-3.99999999999999,3
160,161,0.014855076,0.0058690207,0.37154347,-0.00015758252,0.0040614246,0.006836574,-0.0068060486,0.008021064,0.14875752,0.25,3
161,162,0.013344926,0.0035262723,0.37022972,-0.00011204145,0.00148566,0.006979905,-0.0057131983,0.15188216,0.0065571265,0.25,3
162,163,0.020905368,0.0039458247,0.3716205,-0.000108971726,0.0017330935,0.0057442617,0.36634797,0.0038957717,-0.0009688131,0.25,3
163,164,0.010916136,0.0015735279,0.38798672,0.0020865279,0.004010905,0.39257693,-0.0037461605,0.0060007935,0.004025293,0.25,3
164,165,0.02144602,0.0048050843,0.37190628,0.005807953,0.15370813,0.0068932935,-0.0066558016,0.0012404383,0.0008935203,0.25,3
165,166,0.018340105,0.0049570496,0.37201294,0.15011641,0.009110058,0.0033931055,-0.0040567284,0.002852307,0.00075956783,0.25,3
166,167,0.020048762,0.0041477955,0.6821735,0.0037006638,0.0003552841,0.00066408835,-0.010738904,0.0035317107,-0.0023754276,0.166666666666667,3
167,168,0.013598389,0.4011882,-0.38020822,0.0007585152,0.0023493853,0.0037421011,-0.0039494466,-0.0018380468,0.003282672,0.25,3
168,169,0.0032340277,0.37261036,0.0010823323,-0.15027389,-0.0049333787,-0.0018424613,-0.0030791806,-0.0014440229,0.0012662117,0.25,3
169,170,0.008204638,0.37532857,0.00033569883,-0.008634163,-0.14854246,-0.0025781612,-0.0064584548,-0.0012286084,0.0006604453,0.25,3
170,171,0.008787212,0.37760815,0.004680815,-0.0044872104,0.0013125306,-0.3659893,-0.0044028508,-0.0031661247,-0.0006451857,0.25,3
171,172,0.006416484,0.40174657,0.0021678554,0.0010133485,0.0036201738,0.00077390694,-0.3913935,-0.0016780666,0.0022040815,0.25,3
172,173,0.011282038,0.37665594,0.002816857,-0.0008686611,0.003175435,0.0015077086,-0.003743793,-0.15278608,0.009206243,0.25,3
173,174,0.01393818,0.37630457,0.0018105516,0.0009832687,0.0035516145,-0.0016499157,-0.0048344485,0.0069691166,-0.14746198,0.25,3
174,175,0.008683536,0.36178464,0.0008196457,3.7034915e-05,0.0033221752,0.0022431987,-0.0037733596,-0.0016853821,0.0012394525,-3.99999999999999,3
175,176,0.0050855605,0.37366033,-2.1467451e-05,2.7291302e-05,0.002916731,0.0039986065,-0.004116015,-0.0099656265,0.148996,0.25,3
176,177,0.007130413,0.36987856,-0.00072205975,4.7673326e-05,0.0016870372,0.003642074,-0.0051442087,0.14563626,-0.007359893,0.25,3
177,178,0.014984883,0.39617723,-0.002160339,-0.0004448651,0.0011219475,-0.00054164464,0.38474497,-0.0014922246,1.5855476e-06,0.25,3
178,179,0.0105526205,0.37467885,-0.0021955157,0.0028782485,0.0054363566,0.37087017,-0.0040059253,0.0034682723,0.0014403639,0.25,3
179,180,0.011821993,0.37402198,0.00062678475,0.00675949,0.1521576,0.00631886,-0.0041959225,-0.0023203879,0.0010801225,0.25,3
180,181,0.013392799,0.3768437,-0.0012777023,0.15088482,0.011150826,0.0033538947,-0.0036860218,-0.00046807795,0.0022962473,0.25,3
181,182,0.010480833,0.38994706,0.38491157,0.00080984563,0.0045443512,0.0008774926,-0.0056703594,-0.00059645774,-0.00042786435,0.25,3
182,183,0.0077829165,0.68257457,-0.005755305,0.0018399563,0.0043155886,0.00258463,-0.004951646,-0.004529542,0.0014772869,0.166666666666667,3
183,184,2.0139773,-0.4443205,0.007100819,-0.003922892,0.0047610747,0.012928167,-0.004149053,-0.0015351004,0.0013235945,0.25,3
184,185,1.9919567,0.0037628475,-0.4323593,-0.004604818,0.003493522,0.009915721,-0.004522331,-0.008562336,-0.0026640242,0.25,3
185,186,1.9702964,0.004645798,0.0059229867,-0.18031804,0.0032654272,0.008755385,-0.0017626811,0.0001921996,0.0033521857,0.25,3
186,187,1.9791105,0.0077400813,0.004519976,-0.005670067,-0.17544717,0.008609505,0.00069554726,-0.00026986608,0.0034585432,0.25,3
187,188,1.9952153,0.0050050328,0.0079317065,-0.005091225,0.0049254717,-0.42769644,-0.0012737595,-0.0020998213,-0.003351594,0.25,3
188,189,1.987977,0.0075248107,0.0038752144,0.00092227873,0.0016196044,0.008920103,-0.43888935,0.0027582964,0.0017061778,0.25,3
189,190,1.9728577,0.006880683,0.00411502,-0.0034218216,0.006131912,0.011791665,0.0013477706,-0.1792426,0.0044503757,0.25,3
190,191,1.9861202,0.0033980417,0.0032101574,-0.001942745,0.0030662245,0.00847139,-0.002540698,0.0013763203,-0.18037903,0.25,3
